name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13140,62.93,44,55.12,49.37,11.1,98
10%+WM,7962,59.07,35.82,54.29,43.12,51.7,92
80%+GM,434,33.98,16.12,35.95,20.81,32.86,93
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,478,48.17,33.87,40.31,49.66,39.48,86
Left_Cerebral_White_Matter_80%+,515,47.66,35.71,41.59,51.8,34.61,86
Right Caudate,88,52.39,35.98,49.25,57.77,45.03,86
Right Cerebellum,730,50.78,24.56,46.59,20.77,46.95,80
Right Frontal Lobe,2206,64.96,44.33,59.17,48.31,2.197,98
Right Insula,180,59.8,28.85,54.84,40.77,53.31,80
Right Occipital Lobe,908,65.25,41.97,59.61,51.54,58.57,95
Right Parietal Lobe,1679,86.12,49.27,78.46,57.42,68.14,96
Right Putamen,114,54.28,27,54.17,31.63,52.91,44
Right Temporal Lobe,1478,55.01,39.28,47.67,52.57,48.86,94
Right Thalamus,121,95.57,39.68,89.14,51.48,88.63,79
Left Caudate,161,43.26,38.72,30.09,51.84,30.6,83
Left Cerebellum,853,50.14,29.58,44.12,30.11,43.81,90
Left Frontal Lobe,2289,62.24,46.37,55.3,49.26,48.84,94
Left Insula,221,64.65,27.39,61.59,30.61,58.54,75
Left Occipital Lobe,1126,60.24,40.61,54.77,51.56,52.88,95
Left Parietal Lobe,1608,82.96,52.27,74.14,59.27,65.49,96
Left Putamen,130,46.94,21.6,45.17,30.6,43.6,24
Left Temporal Lobe,1477,49.33,34.69,44.97,44.21,43.32,92
Left Thalamus,126,97.79,38.22,94.47,54.11,92.51,78
RICA,2943,68.62,45.94,60.56,50.64,3.741,99
LICA,3506,64.98,46.72,56.12,48.7,54.28,95
VBA,1678,54.04,34.01,50.01,44.27,49.05,94
Frontal Pole,507,37.09,35.39,30.26,51.34,22.07,93
Insular Cortex,44,52.57,16.97,48.76,19.36,45.81,61
Superior Frontal Gyrus,14,67.99,29.37,57.87,32.35,52.54,91
Middle Frontal Gyrus,63,70.14,47.42,62.47,35.89,54.27,95
"Inferior Frontal Gyrus, pars triangularis",10,61.88,28.27,46.87,29.67,50.79,83
"Inferior Frontal Gyrus, pars opercularis",17,73.11,32.21,65.5,26.52,62.84,88
Precentral Gyrus,74,96.47,56.72,76.21,58.02,68.95,96
Temporal Pole,146,38.39,23.1,36.47,29.83,32.82,81
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",16,88.22,38.68,72.74,52.09,80.24,96
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",40,52.64,30.05,43.97,40.43,42.81,97
"Middle Temporal Gyrus, temporooccipital part",31,54.24,36.91,47.32,46.67,48.28,98
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",21,40.14,23.73,34.08,36.97,37.73,95
Postcentral Gyrus,78,92.31,61.72,71.94,66.46,61.03,97
Superior Parietal Lobule,25,58.8,52.38,32.86,65.2,38.3,98
"Supramarginal Gyrus, anterior division",24,49.82,9.223,46.84,13.72,47.62,66
"Supramarginal Gyrus, posterior division",20,70.98,51.78,51.71,30.94,48.89,97
Angular Gyrus,37,66.58,37.05,58.4,47.29,54.97,98
"Lateral Occipital Cortex, superior division",259,71.44,54.33,55.65,52.46,58.48,98
"Lateral Occipital Cortex, inferior division",108,31.88,23.52,27.63,27.36,28.5,94
Intracalcarine Cortex,10,104.3,26.3,95.01,49.23,103.9,81
Frontal Medial Cortex,29,7.977,7.256,6.904,9.973,6.764,63
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),29,83.02,39.48,67.51,27.89,62.57,87
Subcallosal Cortex,35,56.07,39.38,55.42,62.81,40.35,87
Paracingulate Gyrus,71,73.93,31.38,68.31,36.62,60.67,90
