name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,15444,91.69,48.92,86.25,55.72,82.57,95
10%+WM,12134,90.64,37.2,89.57,45.08,81.16,91
80%+GM,628,62.23,22.77,62.44,23.04,62.11,93
90%+WM,2373,97.78,24.06,98.03,28.98,97.87,0
Right_Cerebral_White_Matter_80%+,1129,94.32,31.96,93.99,39.42,88.02,49
Left_Cerebral_White_Matter_80%+,1144,90.03,30.77,94.29,39.84,88.25,44
Right Caudate,145,86.46,46.22,93.92,54.89,75.88,84
Right Cerebellum,766,80.2,28.55,79.61,25.39,74.12,76
Right Frontal Lobe,3407,94.27,46.95,88.48,47.22,86.33,93
Right Insula,291,86.12,25.35,85.12,28.36,75.76,64
Right Occipital Lobe,1229,98.9,42.08,97.05,47.85,90.12,94
Right Parietal Lobe,2450,118.2,46.51,113.3,51.61,103.7,95
Right Putamen,222,88.1,26.22,92.78,35.94,77.71,39
Right Temporal Lobe,2038,74.84,41.83,69.48,53.5,70.29,92
Right Thalamus,266,133,50.66,121.4,42.83,133,85
Left Caudate,306,92.2,43.59,94.1,45.77,78.96,82
Left Cerebellum,844,76.32,28.3,76.55,30.93,68.28,81
Left Frontal Lobe,3590,94.7,49.99,93.24,53.92,89.71,94
Left Insula,344,93.48,30.26,92.38,37.37,85.07,75
Left Occipital Lobe,1551,84.17,42.97,79.83,53.75,78.41,95
Left Parietal Lobe,2395,103.9,45.04,99.91,52.56,89.99,95
Left Putamen,258,93,30.83,98.72,47.23,80.3,63
Left Temporal Lobe,2016,70.16,38.46,67.14,45.25,60.51,92
Left Thalamus,272,127.8,40.03,123.1,43.81,122.2,76
RICA,3881,96.12,50.09,88.48,56.21,88.2,95
LICA,4780,92.46,50.43,88.02,57.74,83.5,95
VBA,2044,80.8,39.37,77.89,47.31,75.6,94
Frontal Pole,719,69.59,45.29,70.68,66.53,74.78,95
Insular Cortex,47,73.91,22.51,71.79,25.49,63.19,55
Superior Frontal Gyrus,27,101,37.88,92.54,38.64,86.56,92
Middle Frontal Gyrus,80,105.1,45.43,100.2,45.65,103.3,96
"Inferior Frontal Gyrus, pars triangularis",10,91.79,27.82,84.21,27.93,79.87,83
"Inferior Frontal Gyrus, pars opercularis",25,105.6,37.37,99.4,44.91,88.96,88
Precentral Gyrus,106,107.6,46.78,103.5,47.92,93.04,95
Temporal Pole,173,48.2,24.07,46.5,28.34,43.35,76
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",13,98.89,26.61,94.89,38.68,82.65,91
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",41,59.67,26.34,59.91,41.72,58.31,93
"Middle Temporal Gyrus, temporooccipital part",48,96.72,36.95,89.62,38.68,83,97
"Inferior Temporal Gyrus, anterior division",5,,,,,,
"Inferior Temporal Gyrus, posterior division",6,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",34,70.26,41.34,60.96,38.54,68.25,96
Postcentral Gyrus,85,97.56,51.34,85.29,41.87,77.87,96
Superior Parietal Lobule,31,74.3,44.32,64.52,61.64,61.8,96
"Supramarginal Gyrus, anterior division",30,104.1,44.64,94.29,26.41,89.99,96
"Supramarginal Gyrus, posterior division",25,77.19,17.59,78.2,19.1,78.15,87
Angular Gyrus,44,118,53.26,103.6,51.91,99.06,98
"Lateral Occipital Cortex, superior division",355,109.6,64.13,95.68,75.66,93.07,98
"Lateral Occipital Cortex, inferior division",134,84.02,44.36,78.56,55.18,74.95,98
Intracalcarine Cortex,17,134.5,24.3,129.9,18.71,124.2,88
Frontal Medial Cortex,37,15.2,19.82,11.17,18.77,8.578,53
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),48,128.6,39,118.9,57.89,107.5,87
Subcallosal Cortex,45,41.33,23.87,37.28,37.71,36.27,73
Paracingulate Gyrus,93,96.6,33.6,88.29,27.87,87.04,85
"Cingulate Gyrus, anterior division",106,116.4,36.26,112,53.69,91.48,84
"Cingulate Gyrus, posterior division",90,136.5,30.65,131.1,43.83,129.7,85
Precuneous Cortex,182,134.3,44.55,130.4,51.94,121.8,95
Cuneal Cortex,16,99.7,28.32,105.7,34.03,86.81,92
Frontal Orbital Cortex,86,67.79,22.89,63.85,23.83,66.17,53
"Parahippocampal Gyrus, anterior division",23,43.47,17.85,48.78,31.17,44.42,69
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,93,102.4,29.61,97.43,34.78,95.92,83
"Temporal Fusiform Cortex, anterior division",11,52.19,21.21,51.71,31.11,51.1,35
"Temporal Fusiform Cortex, posterior division",43,51.19,21.99,53.85,28.82,44.12,77
Temporal Occipital Fusiform Cortex,29,84.04,19.86,80.27,32.09,80.69,82
Occipital Fusiform Gyrus,18,101,27.81,93.4,39.31,97.56,95
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,36,100.1,28.14,102.8,38.56,84.34,82
Parietal Operculum Cortex,14,89.83,20.03,85.1,28.59,89.72,74
Planum Polare,1,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,155,85.94,43.85,78.13,63.19,83.89,95
Left Cerebral White Matter,2339,92.55,35.63,94.1,42.12,90.07,87
Left Cerebral Cortex,4347,93.23,50.61,87.38,58.91,82.13,96
Left Lateral Ventricle,52,105.5,51.13,97.13,54.08,79.9,90
Left Thalamus,87,148.1,43.91,142.6,56.81,140,82
Left Caudate,24,117.2,17.5,116.8,14.29,113.5,20
Left Putamen,53,109,30.95,115.2,43.28,96.3,60
Left Pallidum,12,110.4,7.913,110.1,8.473,110.4,0
Brain-Stem,247,99.43,23.35,96.71,17.86,97.35,0
Left Hippocampus,29,68.25,22.77,62.29,26.62,62.17,70
Left Amygdala,11,51.63,8.273,51.18,7.917,53.19,0
Left Accumbens,1,,,,,,
Right Cerebral White Matter,2300,96.71,36.34,95.29,41.49,96.13,82
Right Cerebral Cortex,4439,97.64,50.77,91,58.12,87.29,96
