name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13140,67.13,46.93,58.79,52.67,11.84,98
10%+WM,7962,63.01,38.21,57.91,46,55.15,92
80%+GM,434,36.25,17.2,38.35,22.2,35.05,93
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,478,51.39,36.12,43,52.97,42.12,86
Left_Cerebral_White_Matter_80%+,515,50.84,38.09,44.36,55.25,36.92,86
Right Caudate,88,55.88,38.38,52.53,61.62,48.04,86
Right Cerebellum,730,54.17,26.2,49.69,22.15,50.08,80
Right Frontal Lobe,2206,69.29,47.29,63.12,51.53,2.344,98
Right Insula,180,63.79,30.77,58.5,43.49,56.87,80
Right Occipital Lobe,908,69.61,44.77,63.58,54.97,62.48,95
Right Parietal Lobe,1679,91.87,52.55,83.69,61.25,72.68,96
Right Putamen,114,57.9,28.8,57.78,33.74,56.44,44
Right Temporal Lobe,1478,58.68,41.9,50.85,56.08,52.12,94
Right Thalamus,121,101.9,42.33,95.09,54.91,94.55,79
Left Caudate,161,46.14,41.31,32.1,55.3,32.65,83
Left Cerebellum,853,53.49,31.55,47.06,32.12,46.73,90
Left Frontal Lobe,2289,66.39,49.46,58.99,52.54,52.1,94
Left Insula,221,68.96,29.22,65.7,32.66,62.44,75
Left Occipital Lobe,1126,64.26,43.32,58.43,55,56.4,95
Left Parietal Lobe,1608,88.5,55.75,79.09,63.23,69.86,96
Left Putamen,130,50.07,23.04,48.18,32.64,46.5,24
Left Temporal Lobe,1477,52.62,37.01,47.97,47.16,46.21,92
Left Thalamus,126,104.3,40.77,100.8,57.72,98.68,78
RICA,2943,73.2,49.01,64.6,54.01,3.991,99
LICA,3506,69.32,49.84,59.86,51.95,57.9,95
VBA,1678,57.65,36.28,53.34,47.22,52.33,94
Frontal Pole,507,39.57,37.75,32.28,54.76,23.54,93
Insular Cortex,44,56.08,18.1,52.01,20.65,48.86,61
Superior Frontal Gyrus,14,72.53,31.33,61.73,34.51,56.04,91
Middle Frontal Gyrus,63,74.82,50.59,66.64,38.29,57.89,95
"Inferior Frontal Gyrus, pars triangularis",10,66.01,30.15,50,31.65,54.18,83
"Inferior Frontal Gyrus, pars opercularis",17,77.98,34.36,69.86,28.28,67.04,88
Precentral Gyrus,74,102.9,60.5,81.3,61.89,73.55,96
Temporal Pole,146,40.95,24.65,38.91,31.82,35.01,81
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",16,94.1,41.26,77.6,55.57,85.6,96
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",40,56.15,32.05,46.9,43.13,45.67,97
