name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14432,59.46,29.08,58.2,33.77,52.14,92
10%+WM,11420,58.21,20.66,59.06,26.15,52.32,83
80%+GM,1002,48.74,17.12,48.51,20.63,43.86,94
90%+WM,2358,63.21,14.29,64.36,19.8,63.2,0
Right_Cerebral_White_Matter_80%+,1001,59.14,15.26,62.22,21.15,58.85,0
Left_Cerebral_White_Matter_80%+,1001,62.86,15.95,65,19.12,60.85,35
Right Caudate,131,49.21,25.98,52.71,44.54,43.08,76
Right Cerebellum,995,49.11,17.37,48.42,17.98,46.19,72
Right Frontal Lobe,3213,64.4,33.01,64.39,38.69,55.18,91
Right Insula,254,66.31,16.65,65.07,19.55,64.16,55
Right Occipital Lobe,1121,57.98,25.54,53.31,24.27,54,85
Right Parietal Lobe,2327,68.77,22.49,66.63,26.17,64.14,83
Right Putamen,213,60.69,16.81,64.34,26.46,58.75,25
Right Temporal Lobe,1885,47.11,22.38,47.27,27.66,42.47,88
Right Thalamus,263,83.58,19.36,79.78,28.1,84.39,39
Left Caudate,273,56.54,22.6,63,31.84,47.66,70
Left Cerebellum,1062,49.83,22.51,48.62,22.21,44.25,85
Left Frontal Lobe,3283,68.83,31.63,69.19,33.88,60.81,91
Left Insula,314,68.09,14.83,67.92,15.74,65.37,51
Left Occipital Lobe,1403,53.42,28.02,50.03,24.08,48.93,92
Left Parietal Lobe,2247,66.45,23.74,64.72,25.73,62.18,87
Left Putamen,235,64.07,18.05,66.09,24.08,60.34,43
Left Temporal Lobe,1824,44.45,26.17,43.69,35.93,39.46,91
Left Thalamus,272,79.92,17.9,77.63,21.97,79.18,34
RICA,3520,61.23,27.44,60.61,31.8,54.56,92
LICA,4397,62.16,28.64,62.52,32.63,57.04,92
VBA,1956,47.69,19.9,47.67,20.62,45.71,87
Frontal Pole,668,45.13,32.47,46.96,58.2,27.27,93
Insular Cortex,45,61.19,10.85,62.11,12,58.28,56
Superior Frontal Gyrus,24,108.6,27.29,115.5,40.2,90.32,90
Middle Frontal Gyrus,61,94.4,29.08,95.19,35.93,86.46,91
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,82.21,18.06,76.99,18.98,78.13,73
Precentral Gyrus,93,79.5,24.47,74.31,32.34,70.82,88
Temporal Pole,159,45.39,18.05,44.73,22.66,43.64,81
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",16,63.38,16.69,65.56,26.81,62.08,84
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",39,35.89,15.7,38.7,23.07,36.59,86
"Middle Temporal Gyrus, temporooccipital part",35,43.85,19.34,46.53,21.66,37.73,95
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",6,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",16,48.68,16.19,46.56,21.12,46.61,85
Postcentral Gyrus,88,67.94,23.72,63.89,24.91,63.09,89
Superior Parietal Lobule,24,80.89,26.1,76.83,33.92,71.67,92
"Supramarginal Gyrus, anterior division",33,64.53,24.39,56.99,29.91,54.16,90
"Supramarginal Gyrus, posterior division",19,59.11,14.8,62.54,25.77,57.5,90
Angular Gyrus,42,57.68,14.35,55.44,18,56.31,83
"Lateral Occipital Cortex, superior division",319,65.52,27.24,59.85,32.73,59.11,94
"Lateral Occipital Cortex, inferior division",124,41,19.79,42.95,25.81,37.95,93
Intracalcarine Cortex,18,67.25,8.61,67.57,10.93,66.08,0
Frontal Medial Cortex,37,36.36,14.38,34.14,16.01,34.83,79
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),38,85.01,26.77,80.8,46.31,75.82,86
Subcallosal Cortex,24,60.02,24.38,58.05,32.19,48.1,90
Paracingulate Gyrus,97,76.25,25.09,71.93,28.27,65.91,86
"Cingulate Gyrus, anterior division",94,76.31,19.26,74.96,24.23,70.55,79
"Cingulate Gyrus, posterior division",78,79.26,15.16,76.99,17.98,77.44,66
Precuneous Cortex,159,70.17,16.33,68.83,19.5,69.38,80
Cuneal Cortex,18,63.92,23.49,54.85,19.79,57.6,87
Frontal Orbital Cortex,54,54.13,26.49,55.73,27.92,52.08,85
"Parahippocampal Gyrus, anterior division",15,31.57,17.74,27.58,20.77,29.71,73
"Parahippocampal Gyrus, posterior division",4,,,,,,
Lingual Gyrus,54,56.74,9.126,56.36,10.92,54.66,15
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",32,30.21,18.93,31.58,30.74,29.11,87
Temporal Occipital Fusiform Cortex,18,46.48,9.884,44.54,15.48,45.4,42
Occipital Fusiform Gyrus,27,45.5,9.859,47.51,15.78,44.01,72
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,25,90.35,18.64,91.55,35.17,87.27,80
Parietal Operculum Cortex,10,79.34,10.08,78.71,14.06,75.31,59
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,139,58.64,19.91,59.84,23.31,54.83,90
Left Cerebral White Matter,2124,60.78,18.13,62.55,23.67,57.7,68
Left Cerebral Cortex,3829,61.32,28.72,60.81,32.88,53.56,94
Left Lateral Ventricle,55,57.55,17.99,61.12,15.98,50.59,70
Left Thalamus,80,90.09,17.68,90.8,21.45,89.91,39
Left Caudate,23,65.57,25.16,65.48,27.04,61.46,77
Left Putamen,44,76.2,14.12,80.28,10.58,76.05,0
Left Pallidum,16,69.33,4.298,70.27,4.419,69.33,0
Brain-Stem,237,77.65,11.38,79.86,12.25,77.06,0
Left Hippocampus,25,43.49,9.913,45.11,15.49,44.3,41
Left Amygdala,10,30.54,11.69,31.05,16.11,29.8,68
Left Accumbens,0,,,,,,
Right Cerebral White Matter,2095,57.98,17.67,59.67,22.61,56.18,60
Right Cerebral Cortex,3926,60.48,26.08,59.84,30.3,53.79,92
Right Lateral Ventricle,45,62.31,25.45,63.51,31.45,61.11,63
Right Thalamus,70,97.13,18.91,98.04,27.09,96.83,48
Right Caudate,25,57.7,27.76,62.05,46.26,54.46,82
Right Putamen,47,70.52,16.14,73.31,17.29,70.46,15
Right Pallidum,15,66.85,2.582,67.49,4.345,66.83,0
Right Hippocampus,23,45.13,12.73,43.45,19.98,44.98,50
Right Amygdala,17,44.59,12.43,41.86,17.56,43.36,47
Right Accumbens,0,,,,,,
