name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14432,59.46,29.08,58.2,33.77,52.14,92
10%+WM,8852,56.67,21.9,57.15,27.68,51.76,86
80%+GM,1002,48.74,17.12,48.51,20.63,43.86,94
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,277,55.54,19.77,57.95,27.91,56.35,52
Left_Cerebral_White_Matter_80%+,300,61.79,21.44,63.02,27.93,58.56,75
Right Caudate,105,47.65,27.46,51.72,51.01,41.77,80
Right Cerebellum,822,47.83,17.16,47.58,18.02,46.01,76
Right Frontal Lobe,2532,63.53,33.49,63.49,38.51,54.64,93
Right Insula,200,67.2,17.93,65.35,21.01,64.23,64
Right Occipital Lobe,991,57.48,25.42,53.76,24.28,53.95,87
Right Parietal Lobe,1804,68.55,23.44,65.99,27.08,63.95,86
Right Putamen,155,59.2,17.94,61.53,27.44,57.59,39
Right Temporal Lobe,1634,47.65,22.99,47.56,28.06,42.41,90
Right Thalamus,160,87.74,21.78,89.72,33.95,87.03,57
Left Caudate,155,48.45,25.13,52.83,39.7,41.49,78
Left Cerebellum,860,48.01,22.72,46.9,20.46,44.01,87
Left Frontal Lobe,2556,68.19,32.28,68.32,35.24,60.35,93
Left Insula,242,67.71,15.86,66.77,18.78,65.07,61
Left Occipital Lobe,1203,53.75,28.05,50.69,25.03,48.92,93
Left Parietal Lobe,1727,67.23,24.86,65.5,27.65,62.14,90
Left Putamen,169,61.47,19.66,62.69,32.47,58.35,54
Left Temporal Lobe,1575,45.26,26.81,44.38,36.65,39.43,92
Left Thalamus,143,82.02,22.21,79.88,29.84,80,62
RICA,3348,61.03,27.54,60.41,31.67,54.49,92
LICA,4023,62.03,29.06,62.54,33.29,56.97,93
VBA,1839,47.91,20.02,47.81,20.86,45.71,88
Frontal Pole,654,45.57,32.55,48.55,57.34,27.28,94
Insular Cortex,45,61.19,10.85,62.11,12,58.28,56
Superior Frontal Gyrus,20,106.7,29.34,105.8,46.38,89.26,91
Middle Frontal Gyrus,60,94.57,29.29,95.97,36.81,86.46,91
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",21,82.21,18.06,76.99,18.98,78.13,73
Precentral Gyrus,92,79.36,24.57,74.04,32.55,70.8,88
Temporal Pole,159,45.39,18.05,44.73,22.66,43.64,81
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",16,63.38,16.69,65.56,26.81,62.08,84
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",39,35.89,15.7,38.7,23.07,36.59,86
"Middle Temporal Gyrus, temporooccipital part",35,43.85,19.34,46.53,21.66,37.73,95
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",6,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",16,48.68,16.19,46.56,21.12,46.61,85
Postcentral Gyrus,88,67.94,23.72,63.89,24.91,63.09,89
Superior Parietal Lobule,22,80.72,27.25,72.66,41.43,71.53,92
"Supramarginal Gyrus, anterior division",32,64.27,24.72,56.98,31.59,54.12,90
"Supramarginal Gyrus, posterior division",19,59.11,14.8,62.54,25.77,57.5,90
Angular Gyrus,42,57.68,14.35,55.44,18,56.31,83
"Lateral Occipital Cortex, superior division",318,65.59,27.25,59.95,32.73,59.11,94
"Lateral Occipital Cortex, inferior division",122,41.44,19.64,43.14,25.69,37.98,93
Intracalcarine Cortex,18,67.25,8.61,67.57,10.93,66.08,0
Frontal Medial Cortex,37,36.36,14.38,34.14,16.01,34.83,79
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),33,82.15,27.39,78.17,49.08,75.12,87
Subcallosal Cortex,24,60.02,24.38,58.05,32.19,48.1,90
Paracingulate Gyrus,96,75.79,24.82,71.91,28.01,65.83,86
"Cingulate Gyrus, anterior division",93,76.34,19.37,75,24.48,70.55,79
"Cingulate Gyrus, posterior division",78,79.26,15.16,76.99,17.98,77.44,66
Precuneous Cortex,158,70.22,16.37,68.87,19.66,69.38,80
Cuneal Cortex,18,63.92,23.49,54.85,19.79,57.6,87
Frontal Orbital Cortex,53,53.38,26.16,55.37,28.84,51.93,85
"Parahippocampal Gyrus, anterior division",14,31.45,18.36,26.39,22.69,29.68,75
"Parahippocampal Gyrus, posterior division",4,,,,,,
Lingual Gyrus,54,56.74,9.126,56.36,10.92,54.66,15
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",32,30.21,18.93,31.58,30.74,29.11,87
Temporal Occipital Fusiform Cortex,18,46.48,9.884,44.54,15.48,45.4,42
Occipital Fusiform Gyrus,27,45.5,9.859,47.51,15.78,44.01,72
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,25,90.35,18.64,91.55,35.17,87.27,80
