name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12794,31.22,13.36,31.62,17.19,0.0001249,99
10%+WM,10119,28.37,13.15,28.13,18.77,0.001238,99
80%+GM,514,36.78,10.56,36.97,12.19,36.79,88
90%+WM,2105,18.24,9.242,16.41,10.84,15.97,84
Right_Cerebral_White_Matter_80%+,992,16.91,9.492,15.02,9.748,15.89,86
Left_Cerebral_White_Matter_80%+,1022,16.96,9.272,15.27,10.79,15.36,86
Right Caudate,133,20.38,14.94,17.34,22.39,19.98,90
Right Cerebellum,497,28.38,10.46,29.79,12.72,8.695e-05,99
Right Frontal Lobe,2972,29.61,13.97,30.07,20.36,9.254e-05,99
Right Insula,257,31.65,12.46,30.97,18.61,30.19,86
Right Occipital Lobe,1041,27.07,14.65,28.27,21.66,6.056e-05,99
Right Parietal Lobe,2211,30.1,14.53,30.22,21.85,0.0004291,99
Right Putamen,206,30.5,10.97,29.24,17.75,29.85,80
Right Temporal Lobe,1782,26.83,14.69,27.47,20.83,4.198e-05,99
Right Thalamus,253,31.85,16.01,29.7,20.88,31.25,91
Left Caudate,267,20.04,14,16.18,18.36,18.28,88
Left Cerebellum,506,28.23,9.275,28.89,12.98,0.0003678,99
Left Frontal Lobe,3124,28.44,13.61,28.44,19.54,6.498e-05,99
Left Insula,283,29.97,11.86,30.49,17.95,27.94,87
Left Occipital Lobe,1233,28.67,14.83,30.71,21.53,8.895e-05,99
Left Parietal Lobe,2122,27.63,14.12,27.45,21.3,0.000435,99
Left Putamen,217,32.06,13.41,31.72,20.03,30.71,88
Left Temporal Lobe,1751,24.58,13.44,25.65,19.39,2.897e-05,98
Left Thalamus,267,34.04,18.91,31.19,21.95,33.11,94
RICA,3456,33.21,12.28,33.5,16.54,0.0004146,99
LICA,4284,29.46,12.99,29.96,17.27,8.878e-05,99
VBA,1832,28.28,14.01,29.21,19.65,8.418e-05,99
Frontal Pole,622,32.07,14.71,34.94,18.38,2.314e-05,98
Insular Cortex,48,41.02,7.655,40.87,8.671,40.01,65
Superior Frontal Gyrus,28,38.05,9.794,37.19,15.05,38.38,88
Middle Frontal Gyrus,66,37.45,7.517,37.73,10.74,37.05,82
