name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,7962,19.9,13.47,18.51,18.81,4.892e-06,82
10%+WM,9694,21.7,14.4,20.15,19.92,1.051e-05,91
80%+GM,105,18.98,13.9,18.51,12.2,1.316e-05,68
90%+WM,1417,29.82,15.37,28.86,21.65,27.17,90
Right_Cerebral_White_Matter_80%+,887,20.82,13.63,18.77,16.88,20.33,78
Left_Cerebral_White_Matter_80%+,898,21.66,14.11,19.61,17.78,21.27,79
Right Caudate,92,28.62,9.293,27.22,10.62,30.91,44
Right Cerebellum,546,32.19,9.156,30.3,12.11,0.0001479,95
Right Frontal Lobe,1352,22.84,14,20.82,17.31,6.45e-06,88
Right Insula,147,26.19,9.08,25.84,12.77,26.99,40
Right Occipital Lobe,683,17.42,9.699,16.29,13.67,0.0001757,85
Right Parietal Lobe,1191,12.99,9.56,10.83,14.81,15.91,36
Right Putamen,193,39.51,11.7,38.92,14.83,41.29,63
Right Temporal Lobe,875,15.88,13.72,12.25,16.96,1.71e-06,82
Right Thalamus,212,37.09,11.87,34.09,14.79,38.06,71
Left Caudate,180,29.72,14.73,27.01,14.9,29.1,57
Left Cerebellum,649,28.83,8.666,27.78,10.9,0.0003202,94
Left Frontal Lobe,1420,23.86,17.87,20.05,25.33,5.36e-06,89
Left Insula,192,29.26,10.39,27.75,12.78,29.71,56
Left Occipital Lobe,859,17.61,10.15,16.35,14.01,0.0001136,86
Left Parietal Lobe,1170,15.43,10.95,12.52,15.66,17.72,54
Left Putamen,216,36.84,11.59,37.33,16.83,36.66,72
Left Temporal Lobe,888,19.14,12.52,18.56,15.11,2.312e-06,85
Left Thalamus,213,36.95,11.06,35.76,13.85,38.59,68
RICA,1692,15.83,12.84,13.75,17.84,1.964e-06,72
LICA,2107,19.23,15.87,15.6,20.38,2.898e-06,83
VBA,1151,18.2,9.481,17.4,13.53,8.651e-05,83
Frontal Pole,156,35.4,23.31,37.18,15.79,8.868e-07,86
Insular Cortex,12,21.77,3.851,22.43,4.307,21.87,0
Superior Frontal Gyrus,3,,,,,,
Middle Frontal Gyrus,21,23.95,5.664,21.8,6.729,24.7,0
"Inferior Frontal Gyrus, pars triangularis",5,,,,,,
"Inferior Frontal Gyrus, pars opercularis",4,,,,,,
Precentral Gyrus,41,9.913,5.726,9.489,5.904,12.46,0
Temporal Pole,71,12.52,11.82,15.69,22.87,2.375e-07,60
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",11,6.939,3.722,6.089,5.358,6.822,0
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",20,6.891,2.846,7.378,3.752,6.933,0
