name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13423,67.98,30.04,66.42,36.75,61.61,89
80%+GM,703,52.81,18.53,49.14,25.00,49.32,89
10%+WM,8305,63.96,24.34,63.86,32.03,59.51,84
90%+WM,0,,,,,,
gmmask_pure_cort,472,58.28,19.73,57.30,25.44,55.35,90
wmmask_pure_cereb,0,,,,,,
Right_Cerebral_White_Matter_80%+,320,61.80,21.99,63.47,26.99,60.07,55
Left_Cerebral_White_Matter_80%+,343,60.06,21.20,60.73,27.52,60.20,46
Right Caudate,110,53.76,31.30,62.76,53.88,50.48,87
Right Cerebellum,430,48.73,15.58,44.36,15.37,43.57,62
Right Frontal Lobe,2149,72.80,30.94,73.18,34.61,68.40,89
Right Insula,104,64.48,14.76,63.22,20.23,61.32,49
Right Occipital Lobe,793,72.00,33.89,65.19,30.26,63.86,91
Right Parietal Lobe,1433,80.67,22.78,78.26,25.08,75.85,83
Right Putamen,69,74.09,25.24,82.18,44.78,72.15,66
Right Temporal Lobe,1231,55.39,23.95,54.37,30.09,52.26,83
Right Thalamus,82,116.07,34.54,111.77,52.95,113.02,85
Left Caudate,118,57.30,28.58,61.60,49.81,58.50,82
Left Cerebellum,335,45.00,11.64,43.48,11.81,42.18,41
Left Frontal Lobe,2025,74.58,33.14,74.96,38.22,70.14,90
Left Insula,121,70.55,17.51,69.89,24.72,65.81,72
Left Occipital Lobe,949,62.13,28.95,56.64,28.91,55.62,89
Left Parietal Lobe,1358,71.07,23.10,70.13,29.16,68.51,85
Left Putamen,75,77.28,24.16,84.64,34.07,72.00,69
Left Temporal Lobe,1148,50.19,22.09,48.87,28.63,48.04,80
Left Thalamus,89,99.65,29.26,102.63,40.00,97.54,81
RICA,3105,72.13,28.59,71.56,32.14,67.86,89
LICA,3211,70.15,28.89,69.49,35.31,66.59,88
VBA,1160,60.52,25.00,55.79,26.51,54.88,89
Frontal Pole,556,70.86,32.02,71.06,39.93,62.69,92
Insular Cortex,46,57.34,9.56,56.22,11.33,56.14,43
Superior Frontal Gyrus,9,,,,,,
