name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,705,54.17,19.2,51.26,23.47,9.88e-05,99
10%+WM,238,52,17.47,50.1,22.48,0.0001311,99
80%+GM,705,54.17,19.2,51.26,23.47,9.88e-05,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,2,,,,,,
Left_Cerebral_White_Matter_80%+,1,,,,,,
Right Caudate,0,,,,,,
Right Cerebellum,77,43.73,6.793,42.45,7.348,44.1,69
Right Frontal Lobe,101,59.7,17.59,62.75,20.83,62.83,89
Right Insula,26,53.69,7.788,53.55,8.939,51.91,33
Right Occipital Lobe,45,55.81,12.11,55.91,18.17,54.71,90
Right Parietal Lobe,71,74.51,12.68,73.69,17.33,73.87,86
Right Putamen,0,,,,,,
Right Temporal Lobe,92,44.53,16.55,44.3,12.12,2.876e-05,99
Right Thalamus,0,,,,,,
Left Caudate,3,,,,,,
Left Cerebellum,120,46.26,5.101,46.51,6.039,46.28,34
Left Frontal Lobe,85,54.79,21.25,57.63,26.01,7.108e-05,99
Left Insula,24,56.63,11.63,55.48,15.58,54.81,79
Left Occipital Lobe,75,57.23,18.48,51.26,20.47,58.48,96
Left Parietal Lobe,82,70.43,15.07,71.26,21.34,71.89,88
Left Putamen,0,,,,,,
Left Temporal Lobe,119,43.36,18.32,44.5,11.13,1.898e-05,99
Left Thalamus,0,,,,,,
RICA,124,53.23,20.33,54.26,23.48,3.987e-05,99
LICA,151,52.79,23,55.18,29.07,2.968e-05,99
VBA,145,48.97,10.84,46.31,13.26,49.95,88
Frontal Pole,12,50.49,27.94,59.52,50.32,51.56,97
Insular Cortex,18,49.51,6.875,48.78,7.645,48.39,57
Superior Frontal Gyrus,1,,,,,,
Middle Frontal Gyrus,2,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,4,,,,,,
Temporal Pole,10,17.57,22.22,0,38.17,6.999e-07,95
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",1,,,,,,
"Middle Temporal Gyrus, posterior division",3,,,,,,
"Middle Temporal Gyrus, temporooccipital part",2,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",0,,,,,,
Postcentral Gyrus,1,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",0,,,,,,
"Supramarginal Gyrus, posterior division",1,,,,,,
Angular Gyrus,2,,,,,,
"Lateral Occipital Cortex, superior division",10,57.72,15.08,64.97,21.68,62.14,91
"Lateral Occipital Cortex, inferior division",5,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,2,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),5,,,,,,
Subcallosal Cortex,9,,,,,,
Paracingulate Gyrus,16,68.77,9.119,70.7,13.94,70.51,76
"Cingulate Gyrus, anterior division",5,,,,,,
"Cingulate Gyrus, posterior division",24,81.13,14.09,84.09,18.67,82.99,77
Precuneous Cortex,39,72.49,10.82,72.56,10.37,72.82,84
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,10,44.46,14.38,49.35,22.38,38.15,67
"Parahippocampal Gyrus, anterior division",2,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,1,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",5,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,3,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,1,,,,,,
Parietal Operculum Cortex,3,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,4,,,,,,
Left Cerebral White Matter,10,85.81,18.16,86.37,23.33,84.18,97
Left Cerebral Cortex,224,56.72,21.95,57.72,26.25,4.953e-05,99
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,0,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,13,40.52,7.621,40.62,12.34,40,51
Left Amygdala,9,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,13,72.15,11.16,69.65,14.04,69.9,88
Right Cerebral Cortex,204,60.15,19.98,61.9,22.96,9.266e-05,99
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,0,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,13,46.34,4.33,46.64,7.519,45.92,0
Right Amygdala,5,,,,,,
Right Accumbens,0,,,,,,
