name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14300,15.21,8.615,14.96,10.7,2.566e-05,97
10%+WM,11554,14.94,8.291,14.14,10.74,7.621e-05,97
80%+GM,540,20.93,9.899,21.46,14.98,0.0001227,98
90%+WM,2497,9.57,5.912,8.73,7.186,0.002301,91
Right_Cerebral_White_Matter_80%+,1049,7.393,4.514,6.913,6.219,7.196,47
Left_Cerebral_White_Matter_80%+,1050,9.184,4.901,8.712,6.076,8.874,62
Right Caudate,142,10.72,5.955,9.46,8.048,10.61,63
Right Cerebellum,766,20.64,9.375,22.06,11.96,3.994e-05,98
Right Frontal Lobe,3178,10.51,6.16,11.05,9.065,1.247e-05,94
Right Insula,247,10.84,3.843,10.95,5.238,10.98,0
Right Occipital Lobe,1202,20.52,10.3,21.09,15.14,9.703e-05,99
Right Parietal Lobe,2359,13.66,7.25,13.15,9.221,0.004237,97
Right Putamen,221,12.33,4.616,11.85,6.265,12.49,23
Right Temporal Lobe,1773,11.03,8.024,11.32,12.28,5.743e-06,94
Right Thalamus,277,19.05,9.063,17.57,11.74,19.14,82
Left Caudate,293,11.58,6.492,9.925,9.706,11.46,66
Left Cerebellum,744,20.77,10.15,22.02,13.71,3.666e-05,98
Left Frontal Lobe,3324,12.84,7.26,13.16,10.03,1.544e-05,96
Left Insula,316,14.81,4.573,14.78,6.237,14.98,35
Left Occipital Lobe,1429,17.89,9.633,18.47,13.91,0.0001249,98
Left Parietal Lobe,2246,15.25,7.851,15.03,11.24,0.001629,98
Left Putamen,254,14.8,4.881,14.35,6.932,14.81,30
Left Temporal Lobe,1816,13.06,9.053,13.55,14.16,7.18e-06,96
Left Thalamus,293,17.92,8.074,17.02,9.466,18.21,78
RICA,3576,12.32,6.37,12.84,7.563,2.067e-05,96
LICA,4514,14.1,7.676,14.81,9.885,1.941e-05,97
VBA,2001,19.96,9.633,20.28,13.65,0.0001176,98
Frontal Pole,677,9.174,7.456,9.608,15.71,3.674e-06,92
Insular Cortex,48,14.88,3.621,15,6.406,15.05,0
Superior Frontal Gyrus,27,18.34,3.068,17.88,3.032,18.59,12
Middle Frontal Gyrus,65,17.69,4.975,17.47,6.745,17.56,74
"Inferior Frontal Gyrus, pars triangularis",8,,,,,,
"Inferior Frontal Gyrus, pars opercularis",20,17.34,3.482,17.56,5.777,17.31,14
Precentral Gyrus,100,16.58,4.351,16.82,5.671,16.12,64
Temporal Pole,166,5.337,5.291,4.72,7.714,1.043e-06,70
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",15,13.73,5.192,14.68,5.926,12.7,79
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",49,15.14,5.079,13.57,9.755,14.89,61
"Middle Temporal Gyrus, temporooccipital part",41,16.12,7.962,16.21,13.26,15.86,89
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",29,19.36,6.744,16.57,9.929,19.61,81
Postcentral Gyrus,90,14.56,4.194,14.81,6.506,14.53,70
Superior Parietal Lobule,31,14.16,3.805,13.49,3.698,14.33,68
"Supramarginal Gyrus, anterior division",33,15.23,4.046,15.6,4.712,15.4,63
"Supramarginal Gyrus, posterior division",22,14.75,4.062,15.01,3.726,14.83,72
Angular Gyrus,38,14.93,4.4,14.95,5.242,14.83,65
"Lateral Occipital Cortex, superior division",338,15.72,6.377,15.76,8.398,15.81,87
"Lateral Occipital Cortex, inferior division",121,15.16,7.092,14.84,12.73,15,86
Intracalcarine Cortex,17,31.19,3.457,31.52,2.439,30.99,46
Frontal Medial Cortex,40,1.261,1.486,0.2139,2.664,2.358e-06,49
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),50,16.89,3.194,16.77,4.736,16.75,0
Subcallosal Cortex,46,14.9,5.262,16.6,7.372,13.86,52
Paracingulate Gyrus,102,14.7,5.398,15.79,7.273,14.05,67
"Cingulate Gyrus, anterior division",113,15.18,3.648,14.69,4.187,15.4,0
"Cingulate Gyrus, posterior division",79,27.53,4.904,28.14,6.597,27.69,40
Precuneous Cortex,170,24.37,5.804,25.59,7.188,23.66,76
Cuneal Cortex,16,24.31,2.731,24.25,4.533,24.05,21
