name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,7580,18.66,8.905,17.62,11.28,2.285e-05,88
10%+WM,10119,19.85,9.507,18.6,11.82,4.618e-05,93
80%+GM,152,20.17,7.523,20.45,7.758,1.34e-05,88
90%+WM,2105,23.14,9.994,21.66,12.32,22.13,82
Right_Cerebral_White_Matter_80%+,984,18.39,7.767,17.87,9.229,17.64,57
Left_Cerebral_White_Matter_80%+,1018,19.68,7.723,18.87,9.363,19.01,62
Right Caudate,79,21.68,4.559,21.29,6.462,21.91,0
Right Cerebellum,279,28.49,7.053,26.46,8.495,29.55,35
Right Frontal Lobe,1615,19.65,9.727,17.76,10.73,5.026e-05,91
Right Insula,172,20.36,5.548,19.89,7.81,21.07,7
Right Occipital Lobe,658,21.22,7.337,21.62,9.353,19.12,44
Right Parietal Lobe,1395,14.85,6.403,14.25,8.959,15.74,22
Right Putamen,206,26.23,7.223,26.22,10.69,26.71,46
Right Temporal Lobe,912,14.56,8.77,13.65,12.7,6.188e-06,86
Right Thalamus,201,30.05,8.761,28.73,11.19,30.27,66
Left Caudate,213,24.1,6.032,23.25,7.842,24.11,19
Left Cerebellum,287,26.96,6.776,25.05,7.283,28.07,37
Left Frontal Lobe,1686,20.51,8.574,18.72,10,5.109e-05,92
Left Insula,201,20.77,5.223,20.78,6.286,21.19,9
Left Occipital Lobe,819,21.12,9.721,19.49,11.53,20.45,73
Left Parietal Lobe,1335,16.8,6.484,15.96,8.123,17.82,30
Left Putamen,217,28.26,8.455,27.18,11.1,28.17,62
Left Temporal Lobe,857,17.67,8.655,16.39,11.3,8.743e-06,89
Left Thalamus,210,34.16,9.601,32.94,12.6,34.67,72
RICA,2043,15.64,9.091,14,9.982,1.504e-05,85
LICA,2453,18.15,8.467,16.75,9.312,1.857e-05,89
VBA,1066,21.71,8.387,20.76,9.602,20.99,59
Frontal Pole,294,24.63,12.28,21.49,18.38,1.966e-05,91
Insular Cortex,21,17.23,2.975,17.9,5.658,17.04,0
Superior Frontal Gyrus,5,,,,,,
Middle Frontal Gyrus,27,15.45,1.318,15.67,1.925,15.37,0
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",12,11.51,2.198,11.46,2.536,11.52,0
Precentral Gyrus,56,15.29,3.3,15.51,3.605,15.68,0
Temporal Pole,86,11.5,5.377,10.02,6.233,5.96e-06,65
"Superior Temporal Gyrus, anterior division",1,,,,,,
"Superior Temporal Gyrus, posterior division",8,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",12,5.227,0.957,5.091,0.906,5.221,0
"Middle Temporal Gyrus, temporooccipital part",14,13.01,1.712,12.67,3.144,12.94,0
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",6,,,,,,
Postcentral Gyrus,60,11.02,3.952,12.01,6.048,10.65,0
Superior Parietal Lobule,17,8.106,1.502,8.293,2.166,8.242,0
"Supramarginal Gyrus, anterior division",11,9.216,3.296,8.308,5.732,8.906,0
"Supramarginal Gyrus, posterior division",6,,,,,,
