name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,526,49.45,17.42,50.69,20.97,0.0002602,99
10%+WM,170,45.46,17.95,47.51,22.6,0.0001308,99
80%+GM,526,49.45,17.42,50.69,20.97,0.0002602,99
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,1,,,,,,
Left_Cerebral_White_Matter_80%+,10,15.86,3.296,15.9,4.345,16.65,0
Right Caudate,0,,,,,,
Right Cerebellum,69,51.82,12.17,49.48,21.74,52.85,89
Right Frontal Lobe,54,55.63,12.39,54.61,15.73,56.81,77
Right Insula,21,40.01,12.01,39.98,8.945,37.81,81
Right Occipital Lobe,33,47.44,11.98,43.62,8.405,45.84,87
Right Parietal Lobe,51,55.34,14.6,55.37,18.6,53.09,92
Right Putamen,7,,,,,,
Right Temporal Lobe,61,42.89,18.53,42.18,20.58,0.0001026,99
Right Thalamus,0,,,,,,
Left Caudate,3,,,,,,
Left Cerebellum,84,57.89,8.308,57.62,6.944,56.73,58
Left Frontal Lobe,58,55.81,15.96,53.85,19.64,55.91,88
Left Insula,24,36.92,9.874,37.52,10.7,38.77,73
Left Occipital Lobe,42,54.51,12.6,56.65,12.51,54.01,91
Left Parietal Lobe,41,53.3,17.57,55.85,22.1,52.98,94
Left Putamen,11,44.85,9.174,49.02,9.021,45.37,63
Left Temporal Lobe,111,41.05,18.62,39.9,24.51,5.287e-05,99
Left Thalamus,0,,,,,,
RICA,93,51.54,17.87,53.09,22.5,0.0001481,99
LICA,115,46.26,20.83,44.47,28.81,5.349e-05,99
VBA,120,49.24,12.78,49.7,18.45,49.84,87
Frontal Pole,7,,,,,,
Insular Cortex,11,39.46,9.752,37.94,9.513,39.31,71
Superior Frontal Gyrus,7,,,,,,
Middle Frontal Gyrus,2,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,3,,,,,,
Temporal Pole,3,,,,,,
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",2,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",3,,,,,,
"Middle Temporal Gyrus, temporooccipital part",5,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",2,,,,,,
Postcentral Gyrus,0,,,,,,
Superior Parietal Lobule,1,,,,,,
"Supramarginal Gyrus, anterior division",0,,,,,,
"Supramarginal Gyrus, posterior division",4,,,,,,
Angular Gyrus,1,,,,,,
"Lateral Occipital Cortex, superior division",10,67.27,14.97,69.5,21.95,64.71,94
"Lateral Occipital Cortex, inferior division",3,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,5,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),1,,,,,,
Subcallosal Cortex,4,,,,,,
Paracingulate Gyrus,11,61.41,6.12,63.37,9.855,61.39,37
"Cingulate Gyrus, anterior division",8,,,,,,
"Cingulate Gyrus, posterior division",14,60.49,18.1,62.85,21.09,61.84,93
Precuneous Cortex,19,56.99,10.15,59.71,16.5,58.32,79
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,9,,,,,,
"Parahippocampal Gyrus, anterior division",6,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,0,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",6,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,1,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,0,,,,,,
Left Cerebral White Matter,22,36.37,22.81,20.14,41.71,42.02,96
Left Cerebral Cortex,153,48.22,20.68,48.84,27.55,7.969e-05,99
Left Lateral Ventricle,0,,,,,,
Left Thalamus,0,,,,,,
Left Caudate,0,,,,,,
Left Putamen,7,,,,,,
Left Pallidum,0,,,,,,
Brain-Stem,0,,,,,,
Left Hippocampus,4,,,,,,
Left Amygdala,0,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,10,38.32,12.56,41.9,13.84,35.8,74
Right Cerebral Cortex,138,50.79,17.19,50.63,20.8,0.0002676,99
Right Lateral Ventricle,0,,,,,,
Right Thalamus,0,,,,,,
Right Caudate,0,,,,,,
Right Putamen,3,,,,,,
Right Pallidum,0,,,,,,
Right Hippocampus,3,,,,,,
Right Amygdala,3,,,,,,
Right Accumbens,0,,,,,,
