name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8078,19.63,9.922,19.21,10.47,1.203e-05,89
10%+WM,10265,19.72,9.855,19.08,10.64,1.87e-05,92
80%+GM,228,19.79,8.601,19.53,6.084,2.621e-05,86
90%+WM,1812,20.57,9.477,19.07,11.09,19.27,74
Right_Cerebral_White_Matter_80%+,946,17.07,8.817,15.82,8.864,15.44,58
Left_Cerebral_White_Matter_80%+,954,20.09,10.56,18.72,11.14,18.83,69
Right Caudate,116,20.42,5.959,19.1,6.032,20.48,12
Right Cerebellum,381,20.93,5.813,20.41,7.918,21.84,17
Right Frontal Lobe,1607,18.65,12.11,17.24,13.66,5.601e-06,89
Right Insula,159,18.77,6.024,17.67,6.623,19.24,18
Right Occipital Lobe,698,19.73,5.986,19.17,7.749,0.0003494,91
Right Parietal Lobe,1307,14.27,5.213,13.96,6.859,14.74,0
Right Putamen,184,21.86,6.573,20.58,9.654,22.05,31
Right Temporal Lobe,942,16.13,6.415,16.19,5.679,6.513e-06,85
Right Thalamus,215,22.26,6.415,21.61,9.165,22.13,35
Left Caudate,217,21.55,9.265,19.78,12.7,20.86,66
Left Cerebellum,452,23.31,5.852,23.31,6.013,5.763e-05,94
Left Frontal Lobe,1658,21.64,15.13,20.13,15.25,8.723e-06,92
Left Insula,233,24.14,5.69,23.19,6.416,23.9,9
Left Occipital Lobe,904,22.88,6.311,23.39,7.949,0.0001815,93
Left Parietal Lobe,1265,18.58,5.972,18.58,8.028,18.72,23
Left Putamen,215,26.51,6.181,26.21,7.737,26.55,26
Left Temporal Lobe,930,23.69,8.837,23.2,7.816,2.084e-05,93
Left Thalamus,217,23.56,8.118,22.38,11.38,23.14,63
RICA,2008,16.54,9.13,15.63,9.022,5.803e-06,84
LICA,2393,21.83,12.21,21.08,11.06,1.346e-05,91
VBA,1196,21.4,6.114,21.21,8.272,0.0001945,91
Frontal Pole,272,23.28,18.5,26.56,31.79,1.148e-06,89
Insular Cortex,34,18.3,2.699,17.86,4.535,18.55,0
Superior Frontal Gyrus,3,,,,,,
Middle Frontal Gyrus,31,18.17,4.019,17.38,3.961,18.18,0
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",11,20.72,1.993,21.45,2.379,21.01,0
Precentral Gyrus,55,16.81,4.021,16.94,5.624,16.95,0
Temporal Pole,84,23.26,8.745,22.67,9.65,4.216e-06,89
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",7,,,,,,
"Middle Temporal Gyrus, anterior division",6,,,,,,
"Middle Temporal Gyrus, posterior division",20,19.37,4.891,16.95,8.157,19.29,0
"Middle Temporal Gyrus, temporooccipital part",13,17.73,5.348,14.88,10.59,17.58,0
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",2,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",15,15.4,2.481,14.55,1.534,15.42,0
Postcentral Gyrus,49,16.32,5.719,17.24,9.748,16.7,0
Superior Parietal Lobule,16,7.898,2.71,7.858,4.965,7.984,0
"Supramarginal Gyrus, anterior division",17,15.86,5.279,17.86,9.03,15.87,0
"Supramarginal Gyrus, posterior division",8,,,,,,
Angular Gyrus,11,14.41,3.965,12.98,3.999,14.36,0
"Lateral Occipital Cortex, superior division",126,15.69,5.253,14.36,6.988,15.71,0
"Lateral Occipital Cortex, inferior division",56,21.31,4.382,24.02,7.983,21.07,0
Intracalcarine Cortex,4,,,,,,
Frontal Medial Cortex,15,17.54,25.87,0,42.25,1.965e-08,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),11,8.72,2.332,8.251,3.126,8.799,0
Subcallosal Cortex,24,14.88,16.91,0,32.46,1.431e-07,62
Paracingulate Gyrus,21,16.67,3.008,17.16,3.055,16.43,0
"Cingulate Gyrus, anterior division",45,14.84,9.592,11.66,17.88,14.46,62
"Cingulate Gyrus, posterior division",51,19.57,3.929,19.5,3.939,19.52,0
Precuneous Cortex,88,17.6,3.084,17.51,4.796,17.73,0
Cuneal Cortex,11,23.69,2.1,23.54,2.693,23.93,0
Frontal Orbital Cortex,56,49.69,28.2,42.35,24.67,6.945e-06,91
"Parahippocampal Gyrus, anterior division",4,,,,,,
"Parahippocampal Gyrus, posterior division",3,,,,,,
Lingual Gyrus,63,26.53,6.103,26.62,10.96,26.69,0
"Temporal Fusiform Cortex, anterior division",3,,,,,,
"Temporal Fusiform Cortex, posterior division",11,15.02,2.415,15.63,3.893,15.24,0
Temporal Occipital Fusiform Cortex,12,16.36,2.785,17.42,3.196,16.45,0
Occipital Fusiform Gyrus,3,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,18,20.31,2.924,20.43,3.81,20.3,0
Parietal Operculum Cortex,4,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,109,27.33,4.121,27.59,5.38,27.88,0
Left Cerebral White Matter,2005,20.67,9.909,19.43,11.51,19.71,64
Left Cerebral Cortex,2073,22.27,11.46,21.81,9.06,1.25e-05,90
Left Lateral Ventricle,5,,,,,,
Left Thalamus,64,26.87,8.63,25.95,10.78,26.39,70
Left Caudate,20,18.45,4.595,17.15,5.298,18.55,0
Left Putamen,39,29.6,4.256,29.22,5.55,30.09,0
Left Pallidum,8,,,,,,
Brain-Stem,180,22.48,7.679,23.09,12.26,24.05,32
Left Hippocampus,15,25.05,2.614,25.18,2.876,25.03,0
Left Amygdala,6,,,,,,
Left Accumbens,2,,,,,,
Right Cerebral White Matter,1946,17.42,8.488,16.34,8.933,16.16,53
Right Cerebral Cortex,2258,16.94,9.008,16.15,8.373,5.711e-06,83
Right Lateral Ventricle,8,,,,,,
Right Thalamus,59,27.02,6.459,27.08,9.416,26.95,37
Right Caudate,20,19.42,2.841,19.07,3.662,19.49,0
Right Putamen,53,26.63,5.175,26.99,8.26,27.18,0
Right Pallidum,10,26.04,2.814,25.8,2.117,26,0
Right Hippocampus,16,21.7,4.39,20.66,2.23,21.07,0
Right Amygdala,4,,,,,,
Right Accumbens,2,,,,,,
