name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,0,,,,,,
10%+WM,2497,11.75,7.605,10.69,8.56,0.0006503,91
80%+GM,0,,,,,,
90%+WM,2497,11.75,7.605,10.69,8.56,0.0006503,91
Right_Cerebral_White_Matter_80%+,752,8.721,6.06,7.749,7.296,7.963,35
Left_Cerebral_White_Matter_80%+,789,10.85,7.074,9.744,6.933,9.613,46
Right Caudate,16,13.28,7.796,12.09,9.491,12.53,68
Right Cerebellum,66,22.48,7.941,22.17,9.909,22.79,70
Right Frontal Lobe,364,12.14,7.191,10.82,7.905,0.0001105,88
Right Insula,44,9.119,4.227,8.51,5.697,8.508,0
Right Occipital Lobe,88,10.9,6.421,10.28,8.205,11.77,80
Right Parietal Lobe,283,7.206,4.731,6.813,6.67,7.269,44
Right Putamen,66,12.07,5.646,12.01,8.849,12.76,33
Right Temporal Lobe,97,10.11,6.672,8.506,9.228,9.017,48
Right Thalamus,116,16.14,6.519,15.27,8.544,16.03,62
Left Caudate,77,11.83,4.767,11.62,5.581,11.72,18
Left Cerebellum,71,16.74,7.624,17.77,10.59,18.57,64
Left Frontal Lobe,399,14.21,10.11,12.53,7.188,11.71,40
Left Insula,62,12.62,3.649,12.94,5.32,12.41,0
Left Occipital Lobe,164,12.46,6.992,11.28,8.249,13.08,84
Left Parietal Lobe,300,8.898,5.088,7.84,6.873,9.187,61
Left Putamen,74,14.55,4.232,14.32,5.784,14.54,14
Left Temporal Lobe,116,12.22,6.484,11.23,7.404,0.0001208,94
Left Thalamus,108,13.89,4.543,13.16,5.405,14.13,28
RICA,124,12.21,7.335,10.57,7.234,9.324e-05,90
LICA,222,15.18,11.02,13.04,8.464,0.0002214,94
VBA,102,14.52,6.753,13.21,7.75,14.89,84
Frontal Pole,5,,,,,,
Insular Cortex,0,,,,,,
Superior Frontal Gyrus,0,,,,,,
Middle Frontal Gyrus,0,,,,,,
"Inferior Frontal Gyrus, pars triangularis",0,,,,,,
"Inferior Frontal Gyrus, pars opercularis",0,,,,,,
Precentral Gyrus,0,,,,,,
Temporal Pole,0,,,,,,
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, anterior division",0,,,,,,
"Middle Temporal Gyrus, posterior division",0,,,,,,
"Middle Temporal Gyrus, temporooccipital part",0,,,,,,
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",0,,,,,,
Postcentral Gyrus,0,,,,,,
Superior Parietal Lobule,0,,,,,,
"Supramarginal Gyrus, anterior division",0,,,,,,
"Supramarginal Gyrus, posterior division",0,,,,,,
Angular Gyrus,0,,,,,,
"Lateral Occipital Cortex, superior division",1,,,,,,
"Lateral Occipital Cortex, inferior division",0,,,,,,
Intracalcarine Cortex,0,,,,,,
Frontal Medial Cortex,0,,,,,,
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),0,,,,,,
Subcallosal Cortex,0,,,,,,
Paracingulate Gyrus,0,,,,,,
"Cingulate Gyrus, anterior division",2,,,,,,
"Cingulate Gyrus, posterior division",0,,,,,,
Precuneous Cortex,0,,,,,,
Cuneal Cortex,0,,,,,,
Frontal Orbital Cortex,1,,,,,,
"Parahippocampal Gyrus, anterior division",0,,,,,,
"Parahippocampal Gyrus, posterior division",0,,,,,,
Lingual Gyrus,4,,,,,,
"Temporal Fusiform Cortex, anterior division",0,,,,,,
"Temporal Fusiform Cortex, posterior division",0,,,,,,
Temporal Occipital Fusiform Cortex,0,,,,,,
Occipital Fusiform Gyrus,6,,,,,,
Frontal Operculum Cortex,0,,,,,,
Central Opercular Cortex,0,,,,,,
Parietal Operculum Cortex,0,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,4,,,,,,
Left Cerebral White Matter,1036,11.66,7.81,10.69,7.396,0.0008257,91
Left Cerebral Cortex,48,17,5.692,16.06,8.729,17.14,77
Left Lateral Ventricle,0,,,,,,
Left Thalamus,27,18.01,4.474,17.93,5.931,18,36
Left Caudate,0,,,,,,
Left Putamen,4,,,,,,
Left Pallidum,17,16.19,5.125,16.59,4.194,16.11,50
Brain-Stem,124,13.06,6.678,13.11,11.12,13.52,34
Left Hippocampus,0,,,,,,
Left Amygdala,0,,,,,,
Left Accumbens,0,,,,,,
Right Cerebral White Matter,993,9.356,6.27,8.491,7.432,0.000282,85
Right Cerebral Cortex,47,14.61,4.726,14.8,7.408,15.02,57
Right Lateral Ventricle,0,,,,,,
Right Thalamus,27,23.44,5.618,25.05,7.487,23.1,58
Right Caudate,0,,,,,,
Right Putamen,3,,,,,,
Right Pallidum,14,18.89,2.854,19.32,4.855,18.46,0
Right Hippocampus,0,,,,,,
Right Amygdala,0,,,,,,
Right Accumbens,0,,,,,,
