name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8794,9.68,5.627,8.657,7.25,9.553,44
10%+WM,11554,9.555,5.665,8.556,7.101,9.285,52
80%+GM,173,12.12,4.173,11.96,4.878,12.1,0
90%+WM,2497,9.127,5.841,8.165,6.752,8.768,68
Right_Cerebral_White_Matter_80%+,1048,6.211,3.781,6.005,5.236,6.096,18
Left_Cerebral_White_Matter_80%+,1049,7.946,4.122,7.634,5.421,7.698,38
Right Caudate,123,10.16,5.11,8.985,6.984,10.21,33
Right Cerebellum,447,18.04,5.154,18.1,6.38,18.63,33
Right Frontal Lobe,1769,6.765,3.269,6.325,3.952,6.838,0
Right Insula,156,6.559,2.293,6.589,2.936,6.572,0
Right Occipital Lobe,809,13.52,7.227,13.07,11.03,12.7,71
Right Parietal Lobe,1438,6.492,4.67,5.552,5.599,6.236,25
Right Putamen,220,9.847,3.885,9.339,5.146,9.979,0
Right Temporal Lobe,951,7.996,3.539,7.382,5.004,7.837,0
Right Thalamus,254,16.18,5.604,16.09,7.584,16,50
Left Caudate,252,10.85,4.277,10.65,5.506,10.74,15
Left Cerebellum,490,15.65,5.345,15.51,7.137,15.92,35
Left Frontal Lobe,1913,7.89,3.809,7.723,4.641,7.76,0
Left Insula,212,9.441,2.61,9.292,2.893,9.54,0
Left Occipital Lobe,1014,13.59,6.405,13.29,8.56,12.85,69
Left Parietal Lobe,1409,8.377,4.587,7.84,6.4,8.074,34
Left Putamen,254,12.48,3.879,12.05,5.419,12.55,0
Left Temporal Lobe,1044,10.55,3.387,10.49,3.965,10.52,0
Left Thalamus,273,13.73,4.14,13.49,4.767,13.81,10
RICA,2186,6.324,3.158,5.961,3.755,6.357,0
LICA,2735,8.531,4.031,8.368,5.181,8.477,8
VBA,1395,14.08,6.285,13.4,8.286,13.86,63
Frontal Pole,360,7.896,3.021,7.482,3.382,7.931,0
Insular Cortex,10,7.862,1.333,7.563,1.998,7.872,0
Superior Frontal Gyrus,4,,,,,,
Middle Frontal Gyrus,40,4.266,2.179,4.271,1.997,4.135,0
"Inferior Frontal Gyrus, pars triangularis",4,,,,,,
"Inferior Frontal Gyrus, pars opercularis",9,,,,,,
Precentral Gyrus,63,7.434,2.106,7.389,2.706,7.411,0
Temporal Pole,61,6.766,1.976,6.561,3.022,6.735,0
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",6,,,,,,
"Middle Temporal Gyrus, anterior division",4,,,,,,
"Middle Temporal Gyrus, posterior division",24,8.325,2.945,9.557,5.629,8.341,0
"Middle Temporal Gyrus, temporooccipital part",16,6.457,1.945,6.621,2.117,6.359,0
"Inferior Temporal Gyrus, anterior division",0,,,,,,
"Inferior Temporal Gyrus, posterior division",1,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",21,7.56,2.551,6.666,3.873,7.571,0
Postcentral Gyrus,61,6.312,2.381,5.9,2.696,6.366,0
Superior Parietal Lobule,18,3.814,3.104,2.943,3.279,4.447,0
"Supramarginal Gyrus, anterior division",21,5.641,3.195,3.796,6.148,5.554,0
"Supramarginal Gyrus, posterior division",16,4.576,2.595,5.213,3.157,4.221,0
Angular Gyrus,24,3.524,1.538,3.853,1.826,3.514,0
"Lateral Occipital Cortex, superior division",150,5.902,4.3,4.297,6.385,6.118,5
"Lateral Occipital Cortex, inferior division",54,9.77,4.777,9.608,8.467,9.539,23
Intracalcarine Cortex,17,19.95,3.407,20.64,3.855,19.97,0
Frontal Medial Cortex,14,3.799,1.061,3.851,1.111,3.77,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),16,4.659,1.189,4.364,1.929,4.682,0
Subcallosal Cortex,23,13.48,2.296,12.96,3.448,13.52,0
Paracingulate Gyrus,33,7.365,2.264,7.164,3.257,7.384,0
"Cingulate Gyrus, anterior division",72,8.015,3.693,6.816,4.981,8.112,0
"Cingulate Gyrus, posterior division",30,11.38,4.202,10.89,6.256,11.3,0
Precuneous Cortex,95,12.58,2.93,12,4.917,12.65,0
Cuneal Cortex,8,,,,,,
Frontal Orbital Cortex,67,10.68,2.201,10.9,2.334,10.75,0
"Parahippocampal Gyrus, anterior division",5,,,,,,
"Parahippocampal Gyrus, posterior division",2,,,,,,
Lingual Gyrus,79,20.07,4.473,19.96,6.621,20.45,20
"Temporal Fusiform Cortex, anterior division",2,,,,,,
"Temporal Fusiform Cortex, posterior division",16,7.443,2.485,7.595,4.118,7.497,0
Temporal Occipital Fusiform Cortex,18,11.47,1.85,11.29,3.115,11.5,0
Occipital Fusiform Gyrus,16,9.606,1.737,9.896,1.656,9.675,0
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,21,8.855,2.907,8.854,4.788,8.884,0
Parietal Operculum Cortex,2,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,117,18.74,4.419,18.76,6.062,18.82,31
Left Cerebral White Matter,2222,8.516,4.455,8.161,5.569,8.33,42
Left Cerebral Cortex,2433,9.851,4.865,9.352,5.681,10.12,33
Left Lateral Ventricle,31,11.41,3.415,11.53,5.309,11.4,0
Left Thalamus,82,17.09,3.829,16.35,3.613,17.42,0
Left Caudate,18,11.95,3.116,11.43,3.026,12.07,0
Left Putamen,51,14.93,3.451,14.58,4.902,15.18,0
Left Pallidum,17,15.87,5.191,15.52,4.744,15.46,53
Brain-Stem,225,11.11,5.834,10.64,9.447,11.24,48
Left Hippocampus,22,11.16,1.358,11.36,2.064,11.16,0
Left Amygdala,9,,,,,,
Left Accumbens,3,,,,,,
Right Cerebral White Matter,2152,6.682,3.948,6.34,5.127,6.592,20
Right Cerebral Cortex,2429,7.951,5.024,6.593,5.216,8.154,31
Right Lateral Ventricle,26,13.01,4.567,13.25,8.125,13.02,1
Right Thalamus,79,21.29,4.405,21.45,5.207,21.52,13
Right Caudate,24,9.036,2.226,8.483,2.14,9.118,0
Right Putamen,50,11.16,3.526,10.95,4.497,11.27,0
Right Pallidum,16,17.53,1.891,17.63,2.371,17.43,0
Right Hippocampus,30,12.15,2.159,12.07,3.38,12.14,0
Right Amygdala,15,12.93,2.07,13.24,3.666,12.93,0
Right Accumbens,3,,,,,,
