name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,12953,41.61,16.52,42.44,20.71,4.465e-05,99
10%+WM,11626,37.15,16.68,36.77,24.84,0.0002793,98
80%+GM,534,51.77,12.92,50.94,15.34,54.72,76
90%+WM,2815,21.04,8.63,19.89,10.43,20.6,69
Right_Cerebral_White_Matter_80%+,968,21.91,11.11,20,9.432,21.69,80
Left_Cerebral_White_Matter_80%+,958,19.63,10.44,17.46,9.948,20.05,81
Right Caudate,121,28.1,10.47,27.39,16.45,27.84,71
Right Cerebellum,550,40.49,15.4,43.72,21.85,5.635e-05,99
Right Frontal Lobe,3170,37.62,16.94,39.5,24.91,3.512e-05,98
Right Insula,251,34.39,11.33,35.57,16.17,31.5,70
Right Occipital Lobe,1086,47.21,19.96,49.45,26.96,4.009e-05,99
Right Parietal Lobe,2243,40.81,18.53,42.64,27.04,0.0002271,99
Right Putamen,200,32.1,9.805,32.74,14.1,30.61,60
Right Temporal Lobe,1715,35.41,19.94,36.59,26.26,8.594e-06,98
Right Thalamus,244,33.82,14.16,32.63,20.09,33.88,85
Left Caudate,273,22.27,10.43,20.49,16.31,21.5,74
Left Cerebellum,579,40.37,15.45,43.93,20.27,5.827e-05,99
Left Frontal Lobe,3488,34.16,15.6,35.2,23.04,3.029e-05,97
Left Insula,306,29.98,11.23,30.88,16.28,27.04,73
Left Occipital Lobe,1252,43.48,20.21,45.89,28.63,4.402e-05,99
Left Parietal Lobe,2178,36.12,17.96,36.76,28.08,0.000177,99
Left Putamen,229,27.69,9.311,28.12,13.37,26.64,63
Left Temporal Lobe,1723,31.43,18.52,32.82,25.24,7.357e-06,97
Left Thalamus,265,30.69,13.4,31.17,20.37,29.85,84
RICA,3435,43.56,16.59,44.74,19.78,4.721e-05,99
LICA,4236,37.57,16.02,38.43,21.23,3.541e-05,98
VBA,1785,44.22,18.68,45.79,23.09,4.022e-05,99
Frontal Pole,607,42.07,15.23,44.19,16.27,4.037e-05,98
Insular Cortex,42,38.41,4.991,38.48,5.451,39.17,0
Superior Frontal Gyrus,23,47.49,5.811,46.11,9.454,46.52,15
Middle Frontal Gyrus,67,48.19,13.44,46.57,17.28,45.4,88
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",17,44.78,8.908,47.43,9.166,42.99,70
Precentral Gyrus,86,44.56,12.41,46.97,16.23,40.84,89
Temporal Pole,161,39.62,9.799,39.54,12.37,38.79,54
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",14,56.47,14.29,57.35,27.25,54.1,85
"Middle Temporal Gyrus, anterior division",8,,,,,,
"Middle Temporal Gyrus, posterior division",48,56.4,15.63,55.08,19.21,56.09,78
"Middle Temporal Gyrus, temporooccipital part",36,48.91,14.25,48.7,18.26,47.71,84
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",0,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",20,41.66,7.727,41.42,10.12,39.74,34
Postcentral Gyrus,95,43.99,11.7,45.25,17.2,40.14,88
Superior Parietal Lobule,26,42.93,8.422,42.88,13.2,41.59,79
"Supramarginal Gyrus, anterior division",29,45.99,5.808,47.59,9.535,44.64,20
"Supramarginal Gyrus, posterior division",22,51.42,12.65,52.64,17.5,46.12,90
