name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14300,33.98,17.95,34.45,19.76,7.214e-06,96
10%+WM,11554,35.52,14.56,35.65,15.67,1.382e-05,96
80%+GM,540,27.91,13.43,28.73,12.27,1.915e-05,98
90%+WM,2497,39.44,11.05,38.95,11.5,0.0002502,92
Right_Cerebral_White_Matter_80%+,1049,34.66,8.719,35.02,9.639,0.0001398,90
Left_Cerebral_White_Matter_80%+,1050,40.01,8.632,41.05,10.39,0.0003483,93
Right Caudate,142,24.7,11.68,22.71,15.51,22.06,51
Right Cerebellum,766,30,11.25,29.8,11.42,2.047e-05,97
Right Frontal Lobe,3178,32.61,17.61,34.09,18.91,3.259e-06,93
Right Insula,247,28.47,6.592,28.46,8.504,26.58,0
Right Occipital Lobe,1202,43.52,17.59,43.61,22.37,2.992e-05,98
Right Parietal Lobe,2359,38.04,12.13,37.08,13.93,0.0005262,96
Right Putamen,221,25.24,6.038,25.44,8.153,24.74,0
Right Temporal Lobe,1773,23.91,15.51,27.62,22.98,1.838e-06,93
Right Thalamus,277,41.97,12.15,41.83,18.23,41.42,64
Left Caudate,293,30.8,12.04,30.1,17.05,28.7,54
Left Cerebellum,744,30.26,12.75,30.75,12.95,1.945e-05,97
Left Frontal Lobe,3324,37.15,19.45,39.17,19.29,4.458e-06,95
Left Insula,316,31.45,9.345,31.4,13.24,30.46,17
Left Occipital Lobe,1429,39.77,16.44,41.19,21.66,3.736e-05,97
Left Parietal Lobe,2246,42.49,14.13,42.33,14.86,0.0003445,97
Left Putamen,254,26.41,7.667,26.45,11.68,26.07,0
Left Temporal Lobe,1816,24.53,16.98,27.95,29.85,2.062e-06,94
Left Thalamus,293,44.25,12.01,44.47,16.03,43.05,65
RICA,3576,32.17,16.76,33.13,18.13,5.017e-06,95
LICA,4514,35.08,19.33,37.22,21.17,4.828e-06,96
VBA,2001,36.93,16.5,36.02,22.29,3.672e-05,97
Frontal Pole,677,27.55,25.19,29.75,43.53,8.819e-07,90
Insular Cortex,48,25.84,6.621,25.51,6.75,24.07,0
Superior Frontal Gyrus,27,42.54,11.59,44.43,20.47,39.14,73
Middle Frontal Gyrus,65,46.49,12.24,46.44,13.48,42.58,70
"Inferior Frontal Gyrus, pars triangularis",8,,,,,,
"Inferior Frontal Gyrus, pars opercularis",20,35.14,7.578,35.24,9.685,34.89,24
Precentral Gyrus,100,36.55,11.87,36.55,14.96,33.92,63
Temporal Pole,166,15.48,16.6,12.76,28.78,1.875e-07,67
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",15,25.66,10.39,25.52,12.62,22.56,81
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",49,30.85,10.54,29.51,14.95,2.637e-05,95
"Middle Temporal Gyrus, temporooccipital part",41,31.2,15.39,29.2,24.46,29.82,87
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",29,31.71,9.554,30.59,12.27,32.17,73
Postcentral Gyrus,90,34.05,11.78,33.68,13.43,32.6,69
Superior Parietal Lobule,31,42.4,13.06,38.9,21.01,39.79,75
"Supramarginal Gyrus, anterior division",33,31.47,8.431,31.87,7.67,30.28,61
"Supramarginal Gyrus, posterior division",22,34.49,11.65,31.84,9.704,34.12,70
