name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,14300,33.98,17.95,34.45,19.76,7.214e-06,96
10%+WM,8794,34.33,15.04,34.38,16.95,1.25e-05,96
80%+GM,540,27.91,13.43,28.73,12.27,1.915e-05,98
90%+WM,0,,,,,,
Right_Cerebral_White_Matter_80%+,258,32.77,11.71,32.27,12.67,3.834e-05,91
Left_Cerebral_White_Matter_80%+,226,36.85,10.49,36.46,12.3,8.904e-05,94
Right Caudate,108,24.21,12.5,22.62,16.36,21.39,58
Right Cerebellum,650,30.18,10.2,30.35,11.2,3.373e-05,97
Right Frontal Lobe,2504,31.83,18.41,33.18,19.93,3.285e-06,94
Right Insula,197,28.03,7.157,27.91,10.11,26.08,0
Right Occipital Lobe,1049,44.19,17.22,43.94,22.18,5.07e-05,98
Right Parietal Lobe,1851,37.47,12.8,36.2,14.53,0.0004796,97
Right Putamen,155,23.51,5.984,24.04,7.39,23.29,0
Right Temporal Lobe,1552,24.42,15.27,27.71,20.85,2.201e-06,93
Right Thalamus,143,43.53,14.45,47.48,24.23,42.49,78
Left Caudate,172,29.42,13.67,28.38,18.15,27.29,67
Left Cerebellum,626,29.63,11.43,30.49,13.04,3.03e-05,98
Left Frontal Lobe,2657,36.43,20.4,38.41,20.69,4.438e-06,96
Left Insula,246,30.21,9.351,28.76,12.79,29.61,23
Left Occipital Lobe,1209,39.97,16.35,40.55,22.85,0.000113,98
Left Parietal Lobe,1789,42.08,14.67,41.38,16.2,0.001579,97
Left Putamen,180,23.94,6.872,23.52,9.288,24.1,0
Left Temporal Lobe,1581,24.79,16.82,27.85,26.96,2.405e-06,95
Left Thalamus,171,44.76,14.34,46.27,23.37,43.19,77
RICA,3353,31.98,16.95,32.75,18.4,5.145e-06,95
LICA,4138,34.92,19.44,37.01,21.39,5.062e-06,96
VBA,1850,37.04,16.28,35.52,21.41,6.136e-05,98
Frontal Pole,658,27.54,25.33,29.61,43.88,8.986e-07,90
Insular Cortex,48,25.84,6.621,25.51,6.75,24.07,0
Superior Frontal Gyrus,27,42.54,11.59,44.43,20.47,39.14,73
Middle Frontal Gyrus,63,46.09,12.23,46.24,12.8,42.42,71
"Inferior Frontal Gyrus, pars triangularis",8,,,,,,
"Inferior Frontal Gyrus, pars opercularis",20,35.14,7.578,35.24,9.685,34.89,24
Precentral Gyrus,100,36.55,11.87,36.55,14.96,33.92,63
Temporal Pole,164,15.67,16.61,13.94,29.15,1.927e-07,67
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",15,25.66,10.39,25.52,12.62,22.56,81
"Middle Temporal Gyrus, anterior division",7,,,,,,
"Middle Temporal Gyrus, posterior division",49,30.85,10.54,29.51,14.95,2.637e-05,95
"Middle Temporal Gyrus, temporooccipital part",41,31.2,15.39,29.2,24.46,29.82,87
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",29,31.71,9.554,30.59,12.27,32.17,73
Postcentral Gyrus,89,34,11.83,33.36,13.66,32.58,69
Superior Parietal Lobule,31,42.4,13.06,38.9,21.01,39.79,75
"Supramarginal Gyrus, anterior division",33,31.47,8.431,31.87,7.67,30.28,61
"Supramarginal Gyrus, posterior division",22,34.49,11.65,31.84,9.704,34.12,70
Angular Gyrus,38,33.51,8.541,34.06,8.962,32.55,49
"Lateral Occipital Cortex, superior division",333,40.95,17.72,38.7,20.78,38.35,86
"Lateral Occipital Cortex, inferior division",120,27.98,11.95,27.24,17.69,26.89,79
Intracalcarine Cortex,17,59.65,6.747,60.01,9.049,60.2,0
Frontal Medial Cortex,40,11.54,23.28,0,5.507,1.901e-08,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),46,35.64,7.573,34.97,10.59,33.76,14
Subcallosal Cortex,46,16.37,16.53,17.18,30.74,3.378e-07,81
Paracingulate Gyrus,98,33,9.434,32.6,10.56,31.68,0
"Cingulate Gyrus, anterior division",110,29.44,5.692,29.11,8.765,29.63,0
"Cingulate Gyrus, posterior division",79,41.3,7.575,40.81,10.62,41,30
Precuneous Cortex,169,42.98,11.57,42.37,13.11,41.43,72
Cuneal Cortex,16,51.76,8.236,50.79,9.108,50.25,40
Frontal Orbital Cortex,90,25.69,13.68,27.38,14.45,1.104e-06,81
"Parahippocampal Gyrus, anterior division",21,4.775,14.77,0,0,2.103e-08,4
"Parahippocampal Gyrus, posterior division",5,,,,,,
Lingual Gyrus,76,40.57,10.99,40.34,17.66,42.07,70
"Temporal Fusiform Cortex, anterior division",4,,,,,,
"Temporal Fusiform Cortex, posterior division",19,7.631,8.408,4.442,12.33,6.673e-07,76
Temporal Occipital Fusiform Cortex,27,30.44,4.453,30.03,7.162,30.74,0
Occipital Fusiform Gyrus,12,42.78,9.092,44.36,14.96,42.68,54
Frontal Operculum Cortex,2,,,,,,
Central Opercular Cortex,34,34.13,7.803,35.94,10.16,33.34,16
Parietal Operculum Cortex,5,,,,,,
Planum Polare,0,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,139,51.2,17.71,54.66,19.57,49.81,87
Left Cerebral White Matter,1148,38.12,13.56,39.3,15.49,2.036e-05,96
Left Cerebral Cortex,4021,35.77,18.83,36.98,20.76,8.196e-06,97
Left Lateral Ventricle,31,38.55,17.53,46.79,34.61,34.14,83
Left Thalamus,57,54.12,12.72,56.82,15.04,53.46,73
Left Caudate,25,22.82,12.95,23.03,18.32,22.1,72
Left Putamen,47,28.5,6.2,29.52,8.057,28.43,0
Left Pallidum,0,,,,,,
Brain-Stem,44,47.62,25.97,43.7,12.54,41.18,13
Left Hippocampus,23,27.42,8.188,29.83,7.095,26.75,39
Left Amygdala,13,28.66,4.346,29.14,6.783,28.64,0
Left Accumbens,3,,,,,,
Right Cerebral White Matter,1133,34.6,13.35,33.68,13.68,2.495e-05,94
Right Cerebral Cortex,3986,33.15,17.43,33.41,18.8,7.149e-06,96
Right Lateral Ventricle,22,31.14,16.44,22.46,30.55,27.32,78
Right Thalamus,52,53.3,11.26,56.66,7.764,53.12,65
Right Caudate,28,20.95,10.01,19.9,19.59,18.46,55
Right Putamen,47,25.46,5.905,25.93,6.101,25.23,0
Right Pallidum,2,,,,,,
Right Hippocampus,30,37.27,10.52,36.4,12.97,34.61,20
Right Amygdala,16,19.36,6.966,18.06,9.094,21.2,0
Right Accumbens,3,,,,,,
