name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,8216,17.95,7.758,16.92,10.13,17.95,27
10%+WM,10767,18.51,8.2,17.38,10.53,18.39,53
80%+GM,238,18.67,5.477,18.07,7.753,18.67,0
90%+WM,2273,20.16,9.099,18.93,11.23,18.84,79
Right_Cerebral_White_Matter_80%+,975,15.69,6.702,15.47,8.445,15.33,54
Left_Cerebral_White_Matter_80%+,997,16.84,7.52,16.32,9.522,16.53,66
Right Caudate,109,17.6,8.997,17.94,12.65,17.3,50
Right Cerebellum,402,26.04,5.531,26.9,7.464,26.41,1
Right Frontal Lobe,1704,16.87,6.633,15.51,8.028,17.38,25
Right Insula,179,18.96,7.2,18.56,10.05,19.28,47
Right Occipital Lobe,756,20.65,8.571,20.03,12.33,18.64,66
Right Parietal Lobe,1384,14.53,6.66,13.52,9.146,14.67,26
Right Putamen,214,23.29,8.979,22.48,13.05,22.92,61
Right Temporal Lobe,904,14.3,6.451,13.45,9.174,14.23,0
Right Thalamus,234,31.78,9.605,30.62,12.93,31.04,67
Left Caudate,228,18.76,9.353,18.82,12.63,18.9,61
Left Cerebellum,387,23.2,5.885,23.35,8.22,23.76,5
Left Frontal Lobe,1785,17.97,7.499,16.93,9.458,18.06,36
Left Insula,247,20.75,7.341,20.14,8.985,20.73,51
Left Occipital Lobe,931,17.3,6.458,16.46,8.581,16.34,42
Left Parietal Lobe,1297,18.14,5.815,17.64,6.241,18.04,40
Left Putamen,235,26.79,9.109,26.3,12.43,26.31,65
Left Temporal Lobe,948,17.45,6.607,17.31,8.077,17.12,13
Left Thalamus,237,31.55,9.482,30.32,12.35,31.16,68
RICA,2099,14.66,6.425,13.82,8.24,15.08,0
LICA,2559,18.24,6.917,17.49,7.763,18.86,25
VBA,1252,19.08,7.358,18.04,9.956,18.18,46
Frontal Pole,330,22.93,7.227,22.99,11.75,22.89,0
Insular Cortex,39,15.26,3.545,14.77,5.423,15.12,0
Superior Frontal Gyrus,11,14.59,3.526,13.3,6.412,14.45,0
Middle Frontal Gyrus,48,11.4,3.369,11.53,4.47,11.54,0
"Inferior Frontal Gyrus, pars triangularis",6,,,,,,
"Inferior Frontal Gyrus, pars opercularis",15,10.81,2.883,12.09,4.136,11.06,0
Precentral Gyrus,62,14.43,4.713,14.19,4.803,14.94,0
Temporal Pole,66,13,3.162,13.11,5.496,12.9,0
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",6,,,,,,
"Middle Temporal Gyrus, anterior division",4,,,,,,
"Middle Temporal Gyrus, posterior division",19,10.47,5.408,6.6,11,10.44,0
"Middle Temporal Gyrus, temporooccipital part",14,9.867,3.102,9.032,3.689,9.837,0
"Inferior Temporal Gyrus, anterior division",1,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
"Inferior Temporal Gyrus, temporooccipital part",15,13.56,1.923,13.44,3.273,13.57,0
Postcentral Gyrus,46,13.37,4.778,14.85,7.199,13.57,0
Superior Parietal Lobule,12,10.65,2.973,9.915,2.74,10.6,0
"Supramarginal Gyrus, anterior division",23,14.06,6.569,17.69,12.7,14.08,0
"Supramarginal Gyrus, posterior division",10,8.087,5.325,5.323,8.526,7.996,0
Angular Gyrus,20,8.654,2.824,8.024,3.313,8.596,0
"Lateral Occipital Cortex, superior division",133,12.1,3.196,12.25,4.031,12.06,0
"Lateral Occipital Cortex, inferior division",56,14.06,1.939,13.97,2.295,14.05,0
Intracalcarine Cortex,9,,,,,,
Frontal Medial Cortex,14,18.4,1.459,18.56,2.112,18.44,0
Juxtapositional Lobule Cortex (formerly Supplementary Motor Cortex),23,12.19,3.493,13.06,5.147,11.98,0
Subcallosal Cortex,25,12.96,3.18,13.16,3.335,12.79,0
Paracingulate Gyrus,21,20.26,5.5,22.66,7.908,20.3,0
"Cingulate Gyrus, anterior division",70,16.53,6.001,17.4,10.23,16.51,0
"Cingulate Gyrus, posterior division",33,22.45,5.323,22.63,8.261,22.52,0
Precuneous Cortex,102,19.71,3.983,19.67,5.175,19.67,0
Cuneal Cortex,11,23.51,2.529,23.25,3.618,25.13,0
Frontal Orbital Cortex,57,20.24,4.402,20.29,5.72,20.17,0
"Parahippocampal Gyrus, anterior division",7,,,,,,
"Parahippocampal Gyrus, posterior division",5,,,,,,
Lingual Gyrus,70,29.44,4.763,30.36,6.78,29.76,0
"Temporal Fusiform Cortex, anterior division",4,,,,,,
"Temporal Fusiform Cortex, posterior division",15,13.7,2.349,14.4,2.566,13.78,0
Temporal Occipital Fusiform Cortex,14,16.87,2.308,16.74,3.327,16.79,0
Occipital Fusiform Gyrus,14,16.49,4.847,14.94,4.002,16.71,0
Frontal Operculum Cortex,1,,,,,,
Central Opercular Cortex,23,17.75,3.104,17.33,4.959,17.83,0
Parietal Operculum Cortex,1,,,,,,
Planum Polare,1,,,,,,
Heschl's Gyrus (includes H1 and H2),0,,,,,,
Planum Temporale,0,,,,,,
Supracalcarine Cortex,0,,,,,,
Occipital Pole,115,21.15,9.001,20.72,12.48,21.85,55
Left Cerebral White Matter,2063,17.41,7.739,16.72,9.81,17.1,62
Left Cerebral Cortex,2315,17.63,5.989,17.21,6.825,18.15,0
Left Lateral Ventricle,14,18.99,8.044,16.29,11.36,18.77,21
Left Thalamus,79,39.57,9.019,39.2,13.67,41.01,53
Left Caudate,19,23.7,3.944,22.76,5.292,23.89,0
Left Putamen,45,36.24,6.425,36.21,6.612,36.33,32
Left Pallidum,12,25.57,3.664,25.32,6.028,25.74,0
Brain-Stem,197,27.79,6.675,27.17,9.147,26.97,37
Left Hippocampus,17,27.18,3.339,27.25,4.46,27.18,0
Left Amygdala,4,,,,,,
Left Accumbens,2,,,,,,
Right Cerebral White Matter,2028,16.26,7.18,15.78,8.771,16.18,54
Right Cerebral Cortex,2333,15.83,7.267,14.45,8.882,16.23,20
Right Lateral Ventricle,4,,,,,,
Right Thalamus,78,39.9,9.123,39.41,11.24,40.98,54
Right Caudate,23,20.47,4.548,19.86,6.382,20.63,0
Right Putamen,48,32.42,6.97,32.35,10.72,32.8,33
Right Pallidum,15,23.13,5.767,22.89,10.92,22.69,29
Right Hippocampus,21,23.04,2.354,23.44,3.202,23.02,0
Right Amygdala,11,25.22,1.443,25.75,1.804,25.24,0
Right Accumbens,2,,,,,,
