name,Nvoxels,Mean,Std,Median,IQR,Precision-weighted mean,I2
10%+GM,13130,23.70,10.87,24.90,15.05,22.50,92
80%+GM,675,29.22,9.93,30.87,11.78,29.23,88
10%+WM,10270,22.67,10.04,23.14,14.90,21.79,91
90%+WM,1714,14.92,6.46,14.06,8.55,13.16,77
gmmask_pure_cort,395,28.38,11.80,30.28,16.36,27.77,92
wmmask_pure_cereb,1398,14.28,6.23,13.21,7.65,12.51,77
Right_Cerebral_White_Matter_80%+,926,13.74,6.45,12.59,7.11,11.29,81
Left_Cerebral_White_Matter_80%+,958,17.36,8.02,16.11,11.05,15.98,83
Right Caudate,170,16.30,8.13,14.88,10.84,15.97,77
Right Cerebellum,520,23.80,10.04,26.26,14.60,24.40,89
Right Frontal Lobe,2493,20.55,11.02,21.72,16.06,18.40,92
Right Insula,132,21.87,6.48,21.43,8.18,22.22,61
Right Occipital Lobe,728,24.62,8.88,25.33,11.59,22.39,93
Right Parietal Lobe,1744,24.20,9.51,24.52,12.91,22.29,91
Right Putamen,88,21.20,4.63,20.99,6.26,21.56,14
Right Temporal Lobe,1231,15.33,10.26,14.82,17.30,12.32,93
Right Thalamus,158,24.46,8.64,22.76,12.85,24.06,75
Left Caudate,187,17.62,9.81,15.99,13.65,17.53,82
Left Cerebellum,539,24.60,10.39,27.49,15.86,25.39,91
Left Frontal Lobe,2344,23.56,12.70,25.34,19.25,20.95,94
Left Insula,134,31.86,6.16,31.92,7.00,32.01,50
Left Occipital Lobe,932,25.61,10.00,27.16,13.45,23.34,94
Left Parietal Lobe,1456,25.80,10.65,26.55,14.34,24.27,92
Left Putamen,104,24.60,4.78,24.79,6.80,24.99,12
Left Temporal Lobe,1201,18.49,11.38,18.87,18.80,17.68,92
Left Thalamus,135,25.74,9.14,26.39,14.87,25.74,80
RICA,3265,22.91,9.72,23.92,12.48,22.23,89
LICA,3127,26.22,11.12,27.81,14.98,25.42,91
VBA,1101,26.38,7.87,27.29,9.61,25.44,88
Frontal Pole,515,14.34,10.27,14.22,18.28,9.54,88
Insular Cortex,50,27.29,6.56,27.59,11.65,27.71,50
Superior Frontal Gyrus,9,,,,,,
Middle Frontal Gyrus,43,35.74,5.44,36.31,7.40,35.38,51
"Inferior Frontal Gyrus, pars triangularis",7,,,,,,
"Inferior Frontal Gyrus, pars opercularis",11,27.47,9.70,32.69,19.89,28.89,77
Precentral Gyrus,71,31.22,6.28,31.26,7.93,31.07,72
Temporal Pole,124,13.76,6.49,13.91,9.14,13.69,60
"Superior Temporal Gyrus, anterior division",0,,,,,,
"Superior Temporal Gyrus, posterior division",9,,,,,,
"Middle Temporal Gyrus, anterior division",5,,,,,,
"Middle Temporal Gyrus, posterior division",44,22.48,11.15,23.73,16.16,23.56,91
"Middle Temporal Gyrus, temporooccipital part",33,25.28,9.30,26.76,11.58,23.27,94
"Inferior Temporal Gyrus, anterior division",2,,,,,,
"Inferior Temporal Gyrus, posterior division",4,,,,,,
